id,name,character,season_number,episode_number,type
164723.0,Matthew Laurance,Doctor,2,3,guest stars
168707.0,Amanda Baker,Charlotte,2,3,guest stars
1477893.0,Tenia Taylor,Tenia,2,3,guest stars
168709.0,Nicky Buggs,Officer Bernstein,2,3,guest stars
1477896.0,Grace Junot,Officer Grasso,2,3,guest stars
1477897.0,Erich Campbell,Mechanic,2,3,guest stars
102403.0,David Sherrill,Strip Club Owner,2,3,guest stars
1104568.0,Sylvia Jefferies,Instructor,2,3,guest stars
133590.0,Bevin Prince,Bevin,2,3,guest stars
79499.0,Brett Claywell,Tim,2,3,guest stars
1223719.0,Sarah Edwards,Theresa,2,3,guest stars
1215008.0,Vaughn Wilson,Fergie,2,3,guest stars
2007356.0,Brien Gregorie,Driver,2,3,guest stars
987082.0,Jamie Bozian,Strip Club Manager,2,3,guest stars
1169157.0,Timothy Woodward Jr.,Frat Guy,2,3,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,4,cast
98050.0,James Lafferty,Nathan Scott,2,4,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,4,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,4,cast
73035.0,Paul Johansson,Dan Scott,2,4,cast
54830.0,Sophia Bush,Brooke Davis,2,4,cast
12852.0,Barry Corbin,Whitey Durham,2,4,cast
4138.0,Craig Sheffer,Keith Scott,2,4,cast
20005.0,Moira Kelly,Karen Roe,2,4,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,4,cast
166897.0,Lee Norris,Mouth McFadden,2,4,guest stars
78036.0,Michael Copon,Felix Taggaro,2,4,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,4,guest stars
1477898.0,Ashley Novasad,Clerk,2,4,guest stars
1411719.0,Dane Hereford,Bru-Dog,2,4,guest stars
1411716.0,Jacob Haines,Greg,2,4,guest stars
1215008.0,Vaughn Wilson,Fergie,2,4,guest stars
78116.0,William Haze,Rick,2,4,guest stars
1477901.0,Colleen Ryan,Felix's Friend,2,4,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,5,cast
98050.0,James Lafferty,Nathan Scott,2,5,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,5,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,5,cast
73035.0,Paul Johansson,Dan Scott,2,5,cast
54830.0,Sophia Bush,Brooke Davis,2,5,cast
12852.0,Barry Corbin,Whitey Durham,2,5,cast
4138.0,Craig Sheffer,Keith Scott,2,5,cast
20005.0,Moira Kelly,Karen Roe,2,5,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,5,cast
166897.0,Lee Norris,Mouth McFadden,2,5,guest stars
93602.0,Antwon Tanner,Skills Taylor,2,5,guest stars
78036.0,Michael Copon,Felix Taggaro,2,5,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,5,guest stars
74353.0,Maria Menounos,Jules,2,5,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,5,guest stars
1473946.0,Sallie Hedrick,Sales Girl,2,5,guest stars
1473947.0,Mark Scarboro,Maitre D',2,5,guest stars
1386674.0,Chuck Kinlaw,Security Guard,2,5,guest stars
1473948.0,Maria Magno,Masseuse,2,5,guest stars
1473949.0,Steven Roten,Waiter,2,5,guest stars
1473950.0,Andrea Maddox,Sales Girl #2,2,5,guest stars
1436073.0,Carl McIntyre,Priest,2,5,guest stars
79499.0,Brett Claywell,Tim,2,5,guest stars
1215008.0,Vaughn Wilson,Fergie,2,5,guest stars
106948.0,Ernest Whitted,College Student,2,5,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,6,cast
98050.0,James Lafferty,Nathan Scott,2,6,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,6,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,6,cast
73035.0,Paul Johansson,Dan Scott,2,6,cast
54830.0,Sophia Bush,Brooke Davis,2,6,cast
12852.0,Barry Corbin,Whitey Durham,2,6,cast
4138.0,Craig Sheffer,Keith Scott,2,6,cast
20005.0,Moira Kelly,Karen Roe,2,6,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,6,cast
166897.0,Lee Norris,Mouth McFadden,2,6,guest stars
419.0,Tyler Hilton,Chris Keller,2,6,guest stars
78036.0,Michael Copon,Felix Taggaro,2,6,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,6,guest stars
74353.0,Maria Menounos,Jules,2,6,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,6,guest stars
1473943.0,Randell Haynes,Science Teacher,2,6,guest stars
41020.0,E. Roger Mitchell,Technician,2,6,guest stars
1473944.0,Elisabeth Lewis Corley,Woman,2,6,guest stars
2684052.0,Chelsea Pfeiffer,Singing Girl,2,6,guest stars
78116.0,William Haze,Rick,2,6,guest stars
3861869.0,Dale Wolfe,Mall Employee,2,6,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,7,cast
98050.0,James Lafferty,Nathan Scott,2,7,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,7,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,7,cast
73035.0,Paul Johansson,Dan Scott,2,7,cast
54830.0,Sophia Bush,Brooke Davis,2,7,cast
12852.0,Barry Corbin,Whitey Durham,2,7,cast
4138.0,Craig Sheffer,Keith Scott,2,7,cast
20005.0,Moira Kelly,Karen Roe,2,7,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,7,cast
166897.0,Lee Norris,Mouth McFadden,2,7,guest stars
419.0,Tyler Hilton,Chris Keller,2,7,guest stars
78036.0,Michael Copon,Felix Taggaro,2,7,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,7,guest stars
74353.0,Maria Menounos,Jules,2,7,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,7,guest stars
1473993.0,Rob Zapple,Fire Marshall,2,7,guest stars
1473994.0,Timmy Sherrill,Rocker,2,7,guest stars
1223719.0,Sarah Edwards,Theresa,2,7,guest stars
1215021.0,Cullen Moss,Junk,2,7,guest stars
78116.0,William Haze,Rick,2,7,guest stars
3158873.0,Derek Mellor,Club Patron,2,7,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,8,cast
98050.0,James Lafferty,Nathan Scott,2,8,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,8,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,8,cast
73035.0,Paul Johansson,Dan Scott,2,8,cast
54830.0,Sophia Bush,Brooke Davis,2,8,cast
12852.0,Barry Corbin,Whitey Durham,2,8,cast
4138.0,Craig Sheffer,Keith Scott,2,8,cast
20005.0,Moira Kelly,Karen Roe,2,8,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,8,cast
419.0,Tyler Hilton,Chris Keller,2,8,guest stars
78036.0,Michael Copon,Felix Taggaro,2,8,guest stars
1215013.0,Emeka Okafor,Emeka Okafor,2,8,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,8,guest stars
74353.0,Maria Menounos,Jules,2,8,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,8,guest stars
1477904.0,Rodney Lee Rogers,Technician,2,8,guest stars
78116.0,William Haze,Rick,2,8,guest stars
3158873.0,Derek Mellor,Student,2,8,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,9,cast
98050.0,James Lafferty,Nathan Scott,2,9,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,9,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,9,cast
73035.0,Paul Johansson,Dan Scott,2,9,cast
54830.0,Sophia Bush,Brooke Davis,2,9,cast
12852.0,Barry Corbin,Whitey Durham,2,9,cast
4138.0,Craig Sheffer,Keith Scott,2,9,cast
20005.0,Moira Kelly,Karen Roe,2,9,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,9,cast
166897.0,Lee Norris,Mouth McFadden,2,9,guest stars
419.0,Tyler Hilton,Chris Keller,2,9,guest stars
78036.0,Michael Copon,Felix Taggaro,2,9,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,9,guest stars
79499.0,Brett Claywell,Tim,2,9,guest stars
78116.0,William Haze,Rick,2,9,guest stars
1539845.0,Nick Errato,Student,2,9,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,10,cast
98050.0,James Lafferty,Nathan Scott,2,10,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,10,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,10,cast
73035.0,Paul Johansson,Dan Scott,2,10,cast
54830.0,Sophia Bush,Brooke Davis,2,10,cast
12852.0,Barry Corbin,Whitey Durham,2,10,cast
4138.0,Craig Sheffer,Keith Scott,2,10,cast
20005.0,Moira Kelly,Karen Roe,2,10,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,10,cast
166897.0,Lee Norris,Mouth McFadden,2,10,guest stars
93602.0,Antwon Tanner,Skills Taylor,2,10,guest stars
419.0,Tyler Hilton,Chris Keller,2,10,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,2,10,guest stars
78036.0,Michael Copon,Felix Taggaro,2,10,guest stars
74353.0,Maria Menounos,Jules,2,10,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,10,guest stars
1477938.0,Calvin Brown,Engineer,2,10,guest stars
1477823.0,Shawn Shepard,Principal Turner,2,10,guest stars
1215008.0,Vaughn Wilson,Fergie,2,10,guest stars
1215021.0,Cullen Moss,Junk,2,10,guest stars
78116.0,William Haze,Rick,2,10,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,11,cast
98050.0,James Lafferty,Nathan Scott,2,11,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,11,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,11,cast
73035.0,Paul Johansson,Dan Scott,2,11,cast
54830.0,Sophia Bush,Brooke Davis,2,11,cast
12852.0,Barry Corbin,Whitey Durham,2,11,cast
4138.0,Craig Sheffer,Keith Scott,2,11,cast
20005.0,Moira Kelly,Karen Roe,2,11,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,11,cast
419.0,Tyler Hilton,Chris Keller,2,11,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,2,11,guest stars
141495.0,Lindsey McKeon,Taylor James,2,11,guest stars
78036.0,Michael Copon,Felix Taggaro,2,11,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,11,guest stars
74353.0,Maria Menounos,Jules,2,11,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,11,guest stars
1473949.0,Steven Roten,Waiter,2,11,guest stars
78116.0,William Haze,Rick,2,11,guest stars
1539845.0,Nick Errato,Student,2,11,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,12,cast
98050.0,James Lafferty,Nathan Scott,2,12,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,12,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,12,cast
73035.0,Paul Johansson,Dan Scott,2,12,cast
54830.0,Sophia Bush,Brooke Davis,2,12,cast
12852.0,Barry Corbin,Whitey Durham,2,12,cast
4138.0,Craig Sheffer,Keith Scott,2,12,cast
20005.0,Moira Kelly,Karen Roe,2,12,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,12,cast
1215017.0,Linsey Godfrey,Barb,2,12,guest stars
141495.0,Lindsey McKeon,Taylor James,2,12,guest stars
78036.0,Michael Copon,Felix Taggaro,2,12,guest stars
12876.0,Peter Jurasik,Carl,2,12,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,12,guest stars
74353.0,Maria Menounos,Jules,2,12,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,12,guest stars
1478588.0,Abbey Wade,Marla,2,12,guest stars
2597994.0,Noah Michael Levine,Electrician,2,12,guest stars
3861872.0,Rachel Menconi,Karen's Cafe Customer,2,12,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,13,cast
98050.0,James Lafferty,Nathan Scott,2,13,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,13,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,13,cast
73035.0,Paul Johansson,Dan Scott,2,13,cast
54830.0,Sophia Bush,Brooke Davis,2,13,cast
12852.0,Barry Corbin,Whitey Durham,2,13,cast
4138.0,Craig Sheffer,Keith Scott,2,13,cast
20005.0,Moira Kelly,Karen Roe,2,13,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,13,cast
166897.0,Lee Norris,Mouth McFadden,2,13,guest stars
419.0,Tyler Hilton,Chris Keller,2,13,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,2,13,guest stars
141495.0,Lindsey McKeon,Taylor James,2,13,guest stars
78036.0,Michael Copon,Felix Taggaro,2,13,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,13,guest stars
168733.0,Katherine Bailess,Erica Marsh,2,13,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,13,guest stars
71195.0,Michelle Branch,Michelle Branch,2,13,guest stars
1479126.0,Jessica Harp,Jessica Harp,2,13,guest stars
1215021.0,Cullen Moss,Junk,2,13,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,14,cast
98050.0,James Lafferty,Nathan Scott,2,14,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,14,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,14,cast
73035.0,Paul Johansson,Dan Scott,2,14,cast
54830.0,Sophia Bush,Brooke Davis,2,14,cast
12852.0,Barry Corbin,Whitey Durham,2,14,cast
4138.0,Craig Sheffer,Keith Scott,2,14,cast
20005.0,Moira Kelly,Karen Roe,2,14,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,14,cast
166897.0,Lee Norris,Mouth McFadden,2,14,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,2,14,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,14,guest stars
74353.0,Maria Menounos,Jules,2,14,guest stars
168733.0,Katherine Bailess,Erica Marsh,2,14,guest stars
78312.0,Gail Borges,Adela,2,14,guest stars
1479118.0,Anthony Jones,Dewey,2,14,guest stars
1479120.0,Ryan Sweeney,Jock,2,14,guest stars
1477823.0,Shawn Shepard,Principal Turner,2,14,guest stars
133590.0,Bevin Prince,Bevin,2,14,guest stars
1535298.0,Jeannette Weegar,Ms. Hand,2,14,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,15,cast
98050.0,James Lafferty,Nathan Scott,2,15,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,15,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,15,cast
73035.0,Paul Johansson,Dan Scott,2,15,cast
54830.0,Sophia Bush,Brooke Davis,2,15,cast
12852.0,Barry Corbin,Whitey Durham,2,15,cast
4138.0,Craig Sheffer,Keith Scott,2,15,cast
20005.0,Moira Kelly,Karen Roe,2,15,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,15,cast
166897.0,Lee Norris,Mouth McFadden,2,15,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,2,15,guest stars
78036.0,Michael Copon,Felix Taggaro,2,15,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,15,guest stars
74353.0,Maria Menounos,Jules,2,15,guest stars
168733.0,Katherine Bailess,Erica Marsh,2,15,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,15,guest stars
1450391.0,Christopher Corbin,50's Boy,2,15,guest stars
1479134.0,Jayson Frederick,Guy,2,15,guest stars
80619.0,Steve Coulter,Mediator,2,15,guest stars
79499.0,Brett Claywell,Tim,2,15,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,16,cast
98050.0,James Lafferty,Nathan Scott,2,16,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,16,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,16,cast
73035.0,Paul Johansson,Dan Scott,2,16,cast
54830.0,Sophia Bush,Brooke Davis,2,16,cast
12852.0,Barry Corbin,Whitey Durham,2,16,cast
4138.0,Craig Sheffer,Keith Scott,2,16,cast
20005.0,Moira Kelly,Karen Roe,2,16,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,16,cast
419.0,Tyler Hilton,Chris Keller,2,16,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,2,16,guest stars
84076.0,Nick Zano,Nick Zano,2,16,guest stars
1049208.0,Fred Norris,Wedding Photographer,2,16,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,16,guest stars
74353.0,Maria Menounos,Jules,2,16,guest stars
2684.0,Emmanuelle Vaugier,Nicki,2,16,guest stars
1355469.0,Johnny Alonso,Record Executive,2,16,guest stars
1538672.0,Don A. King,Wedding Guest,2,16,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,17,cast
98050.0,James Lafferty,Nathan Scott,2,17,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,17,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,17,cast
73035.0,Paul Johansson,Dan Scott,2,17,cast
54830.0,Sophia Bush,Brooke Davis,2,17,cast
12852.0,Barry Corbin,Whitey Durham,2,17,cast
4138.0,Craig Sheffer,Keith Scott,2,17,cast
20005.0,Moira Kelly,Karen Roe,2,17,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,17,cast
23821.0,Bryan Greenberg,Jake Jagielski,2,17,guest stars
78036.0,Michael Copon,Felix Taggaro,2,17,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,17,guest stars
2684.0,Emmanuelle Vaugier,Nicki,2,17,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,17,guest stars
1479497.0,Michelynne McGuire,Charlotte,2,17,guest stars
1479498.0,Ken Carrington,Security Guard,2,17,guest stars
1479499.0,Chris Wayne,Stagehand,2,17,guest stars
1477823.0,Shawn Shepard,Principal Turner,2,17,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,18,cast
98050.0,James Lafferty,Nathan Scott,2,18,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,18,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,18,cast
73035.0,Paul Johansson,Dan Scott,2,18,cast
54830.0,Sophia Bush,Brooke Davis,2,18,cast
12852.0,Barry Corbin,Whitey Durham,2,18,cast
4138.0,Craig Sheffer,Keith Scott,2,18,cast
20005.0,Moira Kelly,Karen Roe,2,18,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,18,cast
23821.0,Bryan Greenberg,Jake Jagielski,2,18,guest stars
141495.0,Lindsey McKeon,Taylor James,2,18,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,18,guest stars
2684.0,Emmanuelle Vaugier,Nicki,2,18,guest stars
59296.0,Daniella Alonso,Anna Taggaro,2,18,guest stars
118243.0,Sprague Grayden,Darby,2,18,guest stars
97844.0,Robert Pralgo,Attorney,2,18,guest stars
1479883.0,Bourke Floyd,Police Officer,2,18,guest stars
1479884.0,Jim Coleman,Officer #2,2,18,guest stars
80294.0,Stewart J. Zully,Detective,2,18,guest stars
178681.0,Roberto Escobar,Mr. Taggaro,2,18,guest stars
1479886.0,Nanci Hernandez-Hall,Mrs. Taggaro,2,18,guest stars
1479887.0,Katherine Stuart Mintz,Dancer #1,2,18,guest stars
1479888.0,Kristen Jeannine Dalton,Dancer #2,2,18,guest stars
1479889.0,Jane Beck,Dancer #3,2,18,guest stars
133590.0,Bevin Prince,Bevin,2,18,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,19,cast
98050.0,James Lafferty,Nathan Scott,2,19,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,19,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,19,cast
73035.0,Paul Johansson,Dan Scott,2,19,cast
54830.0,Sophia Bush,Brooke Davis,2,19,cast
12852.0,Barry Corbin,Whitey Durham,2,19,cast
4138.0,Craig Sheffer,Keith Scott,2,19,cast
20005.0,Moira Kelly,Karen Roe,2,19,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,19,cast
166897.0,Lee Norris,Mouth McFadden,2,19,guest stars
1215023.0,Stuart Lafferty,Jarrett Green (uncredited),2,19,guest stars
44686.0,Henry Darrow,Doctor,2,19,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,19,guest stars
168733.0,Katherine Bailess,Erica Marsh,2,19,guest stars
70852.0,Schuyler Fisk,Daytona Green,2,19,guest stars
83456.0,Michael Trucco,Cooper Lee,2,19,guest stars
72997.0,Chris Potter,Ray Green,2,19,guest stars
1479936.0,Jeff Burton,Jeff Burton,2,19,guest stars
1479965.0,Rodney Roldan,EMT,2,19,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,20,cast
98050.0,James Lafferty,Nathan Scott,2,20,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,20,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,20,cast
73035.0,Paul Johansson,Dan Scott,2,20,cast
54830.0,Sophia Bush,Brooke Davis,2,20,cast
12852.0,Barry Corbin,Whitey Durham,2,20,cast
4138.0,Craig Sheffer,Keith Scott,2,20,cast
20005.0,Moira Kelly,Karen Roe,2,20,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,20,cast
166897.0,Lee Norris,Mouth McFadden,2,20,guest stars
93602.0,Antwon Tanner,Skills Taylor,2,20,guest stars
1214987.0,Austin Carty,Young Dan,2,20,guest stars
1411686.0,Nancy Moreno,Young Karen,2,20,guest stars
1480355.0,Leonard Wheeler,Customer,2,20,guest stars
1367293.0,Deja Dee,Nurse,2,20,guest stars
168745.0,Ron Clinton Smith,Otis,2,20,guest stars
133590.0,Bevin Prince,Bevin,2,20,guest stars
79499.0,Brett Claywell,Tim,2,20,guest stars
1215008.0,Vaughn Wilson,Fergie,2,20,guest stars
1215021.0,Cullen Moss,Junk,2,20,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,21,cast
98050.0,James Lafferty,Nathan Scott,2,21,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,21,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,21,cast
73035.0,Paul Johansson,Dan Scott,2,21,cast
54830.0,Sophia Bush,Brooke Davis,2,21,cast
12852.0,Barry Corbin,Whitey Durham,2,21,cast
4138.0,Craig Sheffer,Keith Scott,2,21,cast
20005.0,Moira Kelly,Karen Roe,2,21,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,21,cast
166897.0,Lee Norris,Mouth McFadden,2,21,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,2,21,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,21,guest stars
1480506.0,Nicole Travolta,Female Roadie,2,21,guest stars
106949.0,Andrea Powell,Joan,2,21,guest stars
1355469.0,Johnny Alonso,Joey D,2,21,guest stars
79499.0,Brett Claywell,Tim,2,21,guest stars
1215008.0,Vaughn Wilson,Fergie,2,21,guest stars
1215021.0,Cullen Moss,Junk,2,21,guest stars
1539845.0,Nick Errato,Student,2,21,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,22,cast
98050.0,James Lafferty,Nathan Scott,2,22,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,22,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,22,cast
73035.0,Paul Johansson,Dan Scott,2,22,cast
54830.0,Sophia Bush,Brooke Davis,2,22,cast
12852.0,Barry Corbin,Whitey Durham,2,22,cast
4138.0,Craig Sheffer,Keith Scott,2,22,cast
20005.0,Moira Kelly,Karen Roe,2,22,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,22,cast
166897.0,Lee Norris,Mouth McFadden,2,22,guest stars
419.0,Tyler Hilton,Chris Keller,2,22,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,2,22,guest stars
154873.0,Kieren Hutchison,Andy Hargrove,2,22,guest stars
168733.0,Katherine Bailess,Erica Marsh,2,22,guest stars
2684.0,Emmanuelle Vaugier,Nicki,2,22,guest stars
20166.0,Joe Inscoe,Teacher,2,22,guest stars
1481309.0,Eric Hissom,Guard,2,22,guest stars
1481310.0,Jennifer Peña,Girl #1,2,22,guest stars
1355469.0,Johnny Alonso,Joey D,2,22,guest stars
1481311.0,Spencer Cain,Guy,2,22,guest stars
62747.0,Chad Michael Murray,Lucas Scott,2,23,cast
98050.0,James Lafferty,Nathan Scott,2,23,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,2,23,cast
35472.0,Hilarie Burton,Peyton Sawyer,2,23,cast
73035.0,Paul Johansson,Dan Scott,2,23,cast
54830.0,Sophia Bush,Brooke Davis,2,23,cast
12852.0,Barry Corbin,Whitey Durham,2,23,cast
4138.0,Craig Sheffer,Keith Scott,2,23,cast
20005.0,Moira Kelly,Karen Roe,2,23,cast
44033.0,Barbara Alyn Woods,Deb Scott,2,23,cast
23821.0,Bryan Greenberg,Jake Jagielski,2,23,guest stars
1481311.0,Spencer Cain,Guy,2,23,guest stars
6726.0,Sheryl Lee,Ellie Harp,2,23,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,1,cast
98050.0,James Lafferty,Nathan Scott,3,1,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,1,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,1,cast
73035.0,Paul Johansson,Dan Scott,3,1,cast
54830.0,Sophia Bush,Brooke Davis,3,1,cast
12852.0,Barry Corbin,Whitey Durham,3,1,cast
4138.0,Craig Sheffer,Keith Scott,3,1,cast
20005.0,Moira Kelly,Karen Roe,3,1,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,1,cast
166897.0,Lee Norris,Mouth McFadden,3,1,cast
53185.0,Texas Battle,Tony Battle,3,1,guest stars
114021.0,Kevin Kilner,Larry Sawyer,3,1,guest stars
1190891.0,Chip Lane,Firefighter,3,1,guest stars
1537477.0,Jimmy Hager,Priest,3,1,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,2,cast
98050.0,James Lafferty,Nathan Scott,3,2,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,2,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,2,cast
73035.0,Paul Johansson,Dan Scott,3,2,cast
54830.0,Sophia Bush,Brooke Davis,3,2,cast
12852.0,Barry Corbin,Whitey Durham,3,2,cast
4138.0,Craig Sheffer,Keith Scott,3,2,cast
20005.0,Moira Kelly,Karen Roe,3,2,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,2,cast
166897.0,Lee Norris,Mouth McFadden,3,2,cast
114021.0,Kevin Kilner,Larry Sawyer,3,2,guest stars
143718.0,Tilky Jones,Lifeguard,3,2,guest stars
1537478.0,Andrew Springer,Lifeguard #2,3,2,guest stars
1537479.0,Heather Philipsen,Amy,3,2,guest stars
133590.0,Bevin Prince,Bevin,3,2,guest stars
6726.0,Sheryl Lee,Ellie Harp,3,2,guest stars
79499.0,Brett Claywell,Tim,3,2,guest stars
1537480.0,Adam McManamy,Ravens Player,3,2,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,3,cast
98050.0,James Lafferty,Nathan Scott,3,3,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,3,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,3,cast
73035.0,Paul Johansson,Dan Scott,3,3,cast
54830.0,Sophia Bush,Brooke Davis,3,3,cast
12852.0,Barry Corbin,Whitey Durham,3,3,cast
4138.0,Craig Sheffer,Keith Scott,3,3,cast
20005.0,Moira Kelly,Karen Roe,3,3,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,3,cast
166897.0,Lee Norris,Mouth McFadden,3,3,cast
114021.0,Kevin Kilner,Larry Sawyer,3,3,guest stars
1190891.0,Chip Lane,Firefighter,3,3,guest stars
65166.0,Mark Joy,Mayor Mullins,3,3,guest stars
1215435.0,Juliet Cesario,Bustier Woman,3,3,guest stars
1311906.0,Stacey J. Aswad,Woman,3,3,guest stars
168679.0,Michael Harding,Chief,3,3,guest stars
1537482.0,Billy Dickson Jr.,Punk,3,3,guest stars
