event_id,season,episode,time,type,person_1,person_2,description,last_updated_timestamp,update_comment,main_type,path,person_nbr,all_partners,role_season_ep_count,role_ep_count
436,5,1,0:32:32,fight,Nathan,Greg,Greg slaps the autograph out of Nathan's hand; Nathan punches him for insulting Haley.,1/26/2023 21:06,,fight,|Greg|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,10.0,123.0
437,5,1,0:33:46,fight,Nathan,Greg's friend,"During the fight with Greg's friends, punches Nathan and throws him through the bar window.",1/26/2023 21:06,,fight,|Greg's friend|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,10.0,123.0
438,5,1,0:37:46,kiss,Lucas,Lindsey,"Saying ""I love you"" in Lucas's old bedroom.",1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
439,5,2,0:22:59,kiss,Lucas,Lindsey,In a flashback to Lucas's book signing in LA.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
440,5,3,0:02:21,kiss,Lucas,Lindsey,After Lucas stays up writing all night.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
441,5,3,0:15:03,kiss,Mouth,Alice,Following Skills's instructions in a last-ditch effort to keep his job.,1/26/2023 21:06,,kiss,|Alice|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
442,5,3,0:31:23,kiss,Mouth,Alice,After Mouth's speech about appearances.,1/26/2023 21:06,,kiss,|Alice|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
443,5,3,0:39:26,kiss,Lucas,Lindsey,Discussing her concerns about his exes (Brooke and Peyton) being in town.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
444,5,4,0:04:26,kiss,Mouth,Alice,Leaving Mouth's bedroom for work.,1/26/2023 21:06,,kiss,|Alice|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
445,5,4,0:08:29,kiss,Lucas,Lindsey,Before Lindsey leaves for New York.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
446,5,4,0:23:35,kiss,Mouth,Alice,After Alice reprimands Mouth for talking back to her in front of the crew.,1/26/2023 21:06,,kiss,|Alice|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
447,5,5,0:00:59,kiss,Lucas,Lindsey,"Discussing whether Lucas was happier in college, before they met.",1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
448,5,5,0:09:01,kiss [repeat],Peyton,Lucas,"[Flashback to S4E9] Celebration after the state championship. ""It's you, Peyton.""",1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
449,5,5,0:11:07,kiss,Nathan,Haley,[Flashback to 3 years prior] Saying goodbye as Nathan leaves for the team bus after the Gilmore championship game.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
450,5,5,0:11:21,fight,Nathan,Fan,[Flashback to 3 years prior] Nathan shoves a fan who heckles him about point shaving.,1/26/2023 21:06,,fight,|Fan|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,10.0,123.0
451,5,5,0:15:10,kiss,Peyton,Lucas,[Flashback to 3 years prior] Lucas surprises Peyton at work in the flashback.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
452,5,5,0:23:56,kiss,Peyton,Lucas,[Flashback to 3 years prior] Lucas saying goodbye before he leaves LA,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
453,5,5,0:34:16,kiss,Lucas,Brooke,[Flashback to 3 years prior] Lucas is drunk in New York and upset about breaking up with Peyton.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
454,5,5,0:40:29,kiss,Nathan,Haley,"""I know we're not the couple we used to be. We're gonna get there. I know it.""",1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
455,5,6,0:09:37,kiss,Mouth,Alice,Alice leaving Mouth's bedroom after he tries to talk to her about being nicer to the crew at work.,1/26/2023 21:06,,kiss,|Alice|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
456,5,6,0:12:07,kiss,Nathan,Carrie,In Haley's nightmare.,1/26/2023 21:06,,kiss,|Carrie|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
457,5,6,0:28:36,kiss,TRIC patron #2,TRIC patron #1,"During a girls' night out with Brooke, Peyton, and Millicent.",1/26/2023 21:06,,kiss,|TRIC patron #1|TRIC patron #2|,2,|TRIC patron #1|,,
458,5,6,0:38:18,fight,Peyton,Lucas,Peyton throws copies of Lucas's books at him when they argue about their past.,1/26/2023 21:06,,fight,|Lucas|Peyton|,2,|Lucas|Dan's Henchman|Lindsey|Dan|Psycho Derek|Ravens Mascot|Nicki|Brooke|,8.0,65.0
459,5,7,0:14:38,kiss,Nathan,Haley,Checking in with Nathan during their night at TRIC.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
460,5,7,0:28:08,fight,Nathan,J-Fed,"Nathan shoves Jason (""J-Fed"") and starts to punch him after Jason slaps Haley's backside.",1/26/2023 21:06,,fight,|J-Fed|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,10.0,123.0
461,5,7,0:29:18,fight,Quentin,J-Fed,Quentin punches Jason for disrespecting Haley.,1/26/2023 21:06,,fight,|J-Fed|Quentin|,2,|J-Fed|Xavier|,1.0,2.0
462,5,7,0:35:12,kiss,Peyton,Lucas,After Peyton tells Lucas she still loves him.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
463,5,8,0:01:09,kiss [repeat],Peyton,Lucas,[Repeat from S5E7] After Peyton tells Lucas she still loves him.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
464,5,8,0:04:03,kiss,Lucas,Lindsey,As Lindsey is about to walk out before the proposal.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
465,5,8,0:11:43,kiss [repeat],Peyton,Lucas,"[Flashback to S4E9] Celebration after the state championship. ""It's you, Peyton.""",1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
466,5,8,0:34:48,kiss,Nathan,Carrie,Pretending that she's helping Nathan get paint off of his face.,1/26/2023 21:06,,kiss,|Carrie|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
467,5,8,0:37:08,kiss,Peyton,Lucas,Peyton kisses Lucas on the had after she tells him to be happy (with Lindsey).,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
468,5,8,0:38:10,kiss,Mouth,Millie,Watching ballet in the news station.,1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
469,5,8,0:39:20,kiss,Owen,Brooke,After Brooke sneaks into his backseat.,1/26/2023 21:06,,kiss,|Brooke|Owen|,2,|Brooke|Millie|,2.0,4.0
470,5,8,0:41:05,kiss,Lucas,Lindsey,Lucas tells Lindsey he wants to get married right away.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
471,5,9,0:24:20,fight,Peyton,Lindsey,"Stuck in the library, fighting about Lucas.",1/26/2023 21:06,,fight,|Lindsey|Peyton|,2,|Lucas|Dan's Henchman|Lindsey|Dan|Psycho Derek|Ravens Mascot|Nicki|Brooke|,8.0,65.0
472,5,9,0:40:49,kiss,Lucas,Lindsey,After the game.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
473,5,10,0:02:04,fight,Haley,Carrie,Haley grabs Carrie by the neck and shoves her after Haley finds naked Nathan and Carrie in the bathroom together.,1/26/2023 21:06,,fight,|Carrie|Haley|,2,|Randy|Damien|Chuck's Mom|Sue|Renee|Officer Stevens|Dan|Billy (Drug Dealer)|Taylor|Carrie|Daunte|Brooke|Rachel|,7.0,106.0
474,5,10,0:21:15,fight,Rachel's dealer,Owen,Owen beats up the dealer who supplied Rachel's OD.,1/26/2023 21:06,,fight,|Owen|Rachel's dealer|,2,|Owen|,,
475,5,10,0:30:51,kiss,Owen,Brooke,"Saying goodbye in New York, before Brooke takes Rachel to rehab.",1/26/2023 21:06,,kiss,|Brooke|Owen|,2,|Brooke|Millie|,2.0,4.0
476,5,11,0:01:37,kiss,Lucas,Lindsey,Waking up in the morning as Lucas is writing and Nathan is sleeping on the couch.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
477,5,11,0:09:06,kiss,Lucas,Lindsey,Registering for wedding gifts.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
478,5,11,0:24:52,kiss,Peyton,Chase,At Lucas and Lindsey's party (making Lucas jealous).,1/26/2023 21:06,,kiss,|Chase|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
479,5,11,0:29:38,kiss,Lucas,Lindsey,At their pre-wedding party.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
480,5,11,0:33:41,kiss,Lucas,Lindsey,In the bounce house at their pre-wedding party.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
481,5,11,0:34:06,kiss,Mouth,Millie,Leaving Lucas and Lindsey's pre-wedding party.,1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
482,5,11,0:34:58,kiss,Peyton,Chase,At Lucas and Lindsey's party (making Brooke jealous).,1/26/2023 21:06,,kiss,|Chase|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
483,5,11,0:36:30,kiss,Patty,Dan,"Fresh out of prison, Dan picks up the saleswoman at the sporting goods store.",1/26/2023 21:06,,kiss,|Dan|Patty|,2,|Dan|,1.0,1.0
484,5,12,0:03:03,kiss,Nathan,Haley,"In Nathan's daydream, as it rains in their kitchen.",1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
485,5,12,0:09:49,kiss,Lucas,Lindsey,"[Flashback] Lindsey has just read Lucas's recent writing, which was influenced by his feelings for Peyton.",1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
486,5,12,0:19:33,kiss,Nathan,Haley,[Flashback] Nathan and Haley's wedding night.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
487,5,12,0:38:49,fight,Dan,Carrie,Dan chokes Carrie when he catches her kidnapping Jamie.,1/26/2023 21:06,,fight,|Carrie|Dan|,2,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,5.0,49.0
488,5,13,0:01:55,fight,Lucas,Dan,Lucas punches Dan in the driveway after Dan shows up with Jamie.,1/26/2023 21:06,,fight,|Dan|Lucas|,2,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,14.0,90.0
489,5,13,0:39:15,kiss,Nathan,Haley,Making up.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
490,5,14,0:03:29,kiss,Nathan,Haley,Eating breakfast.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
491,5,14,0:15:18,kiss,Mouth,Millie,Discussing Mouth's job opportunity in Omaha.,1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
492,5,14,0:29:15,kiss,Mouth,Millie,Discussing moving in together.,1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
493,5,15,0:39:03,kiss,Mouth,Millie,Water gun fighting with Fergie and Junk.,1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
494,5,16,0:10:17,fight,Nathan,Dan,Nathan slings a basketball at Dan when Dan finds him at the river court.,1/26/2023 21:06,,fight,|Dan|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,10.0,123.0
495,5,16,0:18:22,kiss,Mouth,Millie,Discussing Mouth's chance to anchor sports at the station.,1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
496,5,16,0:35:35,kiss,Mouth,Millie,"Reading from the teleprompter (and saying ""I love you"").",1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
497,5,17,0:28:27,fight,Ronnie,Lucas,Lucas shoves a Bear Creek player when he intentionally hurts Quentin's wrist.,1/26/2023 21:06,,fight,|Lucas|Ronnie|,2,|Lucas|,1.0,1.0
498,5,17,0:36:44,kiss,Skills,Deb,"""What's one night between two consenting adults, right?""",1/26/2023 21:06,,kiss,|Deb|Skills|,2,|Lauren|Deb|Bevin|,2.0,16.0
499,5,17,0:40:57,kiss,Peyton,Lucas,Putting Lucas to bed after he receives bad news from Lindsey and gets drunk.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,8.0,65.0
500,5,18,0:02:32,kiss,Skills,Deb,As Deb is sneaking out of Skills' room in the morning.,1/26/2023 21:06,,kiss,|Deb|Skills|,2,|Lauren|Deb|Bevin|,2.0,16.0
501,5,18,0:20:02,kiss,Lucas,Lindsey,Saying goodbye for good.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,14.0,90.0
502,5,18,0:24:30,kiss,Mouth,Millie,After Millicent tells the new sports guy that Mouth is better.,1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
503,5,18,0:26:54,kiss,Mouth,Millie,"""I'd go anywhere for you, Marvin McFadden.""",1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
504,5,18,0:28:17,kiss,Nathan,Haley,"""You still make my heart race.""",1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,10.0,123.0
505,5,18,0:40:42,fight,Dan,Carrie,Carrie runs Dan over with her car.,1/26/2023 21:06,,fight,|Carrie|Dan|,2,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,5.0,49.0
506,6,1,0:02:32,kiss,Lucas,Brooke,[Lucas's daydream] On their first anniversary.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
507,6,1,0:02:57,kiss,Peyton,Lucas,[Lucas's daydream] On their first anniversary.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,19.0,65.0
508,6,1,0:04:09,kiss,Lucas,Lindsey,[Lucas's daydream] On their first anniversary.,1/26/2023 21:06,,kiss,|Lindsey|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
509,6,1,0:06:34,fight [repeat],Dan,Carrie,[Flashback to S5E18] Carrie runs Dan over with her car.,1/26/2023 21:06,,fight,|Carrie|Dan|,2,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,7.0,49.0
510,6,1,0:08:26,kiss,Peyton,Lucas,Meeting at the airport to leave for Las Vegas.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,19.0,65.0
511,6,1,0:11:00,kiss,Skills,Deb,Making out in the car near the river.,1/26/2023 21:06,,kiss,|Deb|Skills|,2,|Lauren|Deb|Bevin|,7.0,16.0
512,6,1,0:14:37,kiss,Peyton,Lucas,"""I could live off of that.""",1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,19.0,65.0
513,6,1,0:17:09,fight,Sam,Brooke,A teen shoplifter shoves Brooke when Brooke catches her stealing.,1/26/2023 21:06,,fight,|Brooke|Sam|,2,|Brooke|Girls|Xavier|,5.0,5.0
514,6,1,0:22:48,kiss,Peyton,Lucas,The morning after they flew to Vegas.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,19.0,65.0
515,6,1,0:24:07,fight,Dan,Carrie,Carrie heats a fork with a lighter and uses it to burn Dan's hand while he is restrained in a hospital bed; Carrie stabs Dan with a syringe; Carrie drags Dan back in when he tries to escape.,1/26/2023 21:06,,fight,|Carrie|Dan|,2,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,7.0,49.0
516,6,1,0:25:15,kiss,Skills,Deb,Sneaking around in Nathan and Haley's pool.,1/26/2023 21:06,,kiss,|Deb|Skills|,2,|Lauren|Deb|Bevin|,7.0,16.0
517,6,1,0:33:41,kiss,Peyton,Lucas,Driving after they leave the Vegas wedding chapel.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,19.0,65.0
518,6,1,0:37:22,kiss,Peyton,Lucas,In the hotel room where Lucas proposed three years prior.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,19.0,65.0
519,6,1,0:37:54,kiss,Mouth,Millie,After Millicent tells him that she is going to Omaha with him.,1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
520,6,1,0:39:30,fight [repeat],Dan,Carrie,[Flashback to S5E18] Carrie runs Dan over with her car.,1/26/2023 21:06,,fight,|Carrie|Dan|,2,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,7.0,49.0
521,6,1,0:40:56,kiss,Mouth,Millie,Driving out of Tree Hill together.,1/26/2023 21:06,,kiss,|Millie|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,9.0,45.0
522,6,1,0:41:18,kiss,Peyton,Lucas,After Lucas proposes.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,19.0,65.0
523,6,1,0:41:55,fight,Xavier,Brooke,Xavier attacks Brooke as she leaves her store.,1/26/2023 21:06,,fight,|Brooke|Xavier|,2,|Julian|Quentin|Sam|Tara|Jack|Brooke|,1.0,3.0
524,6,2,0:03:15,kiss,Skills,Deb,"Busted by Jamie, after Skills stops by in the morning.",1/26/2023 21:06,,kiss,|Deb|Skills|,2,|Lauren|Deb|Bevin|,7.0,16.0
525,6,2,0:08:35,kiss,Peyton,Lucas,Goofing off in the hotel room.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,19.0,65.0
526,6,2,0:10:37,kiss,Peyton,Lucas,On the plane from Vegas back to Tree Hill.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,19.0,65.0
527,6,2,0:15:40,fight,Dan,Carrie,Carrie yanks Dan's head while he is restrained in the hospital bed.,1/26/2023 21:06,,fight,|Carrie|Dan|,2,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,7.0,49.0
528,6,2,0:20:40,kiss,Skills,Deb,After they have their first real conversation.,1/26/2023 21:06,,kiss,|Deb|Skills|,2,|Lauren|Deb|Bevin|,7.0,16.0
529,6,2,0:37:33,fight,Dan,Carrie,Carrie threatens Dan with a knife.,1/26/2023 21:06,,fight,|Carrie|Dan|,2,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,7.0,49.0
530,6,2,0:41:20,fight,Xavier,Quentin,Quentin is shot during a gas station robbery.,1/26/2023 21:06,,fight,|Quentin|Xavier|,2,|Julian|Quentin|Sam|Tara|Jack|Brooke|,1.0,3.0
531,6,3,0:12:21,fight,Dan,Carrie,Carrie threatens Dan with his gun.,1/26/2023 21:06,,fight,|Carrie|Dan|,2,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,7.0,49.0
532,6,3,0:22:57,fight,Dan,Carrie,Carrie knocks out Dan with an axe when he tries to escape.,1/26/2023 21:06,,fight,|Carrie|Dan|,2,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,7.0,49.0
533,6,4,0:10:18,kiss,Skills,Deb,Deb visits Skills to tell him they need to end their relationship.,1/26/2023 21:06,,kiss,|Deb|Skills|,2,|Lauren|Deb|Bevin|,7.0,16.0
534,6,4,0:18:50,fight,Sam,Girls,Sam fights with a group of girls at school.,1/26/2023 21:06,,fight,|Girls|Sam|,2,|Brooke|Girls|Xavier|,5.0,5.0
